,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
5560,Crypte archeologique,Cirque,981,0.98,11.8,4.5,2.0
5561,Crypte archeologique,Edifice à colonnes (Jockey club de Carthage),225,0.22,2.7,1.0,0.4
5562,Crypte archeologique,Maison de la chasse aux sangliers,307,0.31,3.7,1.4,0.6
5563,Crypte archeologique,Odeon,668,0.67,8.0,3.1,1.3
5564,Crypte archeologique,Mosquée Imam Malek Ibn Anas,567,0.57,6.8,2.6,1.1
5565,Crypte archeologique,Monument circulaire,382,0.38,4.6,1.8,0.8
5566,Crypte archeologique,Monument circulaire(Martyrium),424,0.42,5.1,2.0,0.8
5567,Crypte archeologique,Basilique chretienne,423,0.42,5.1,2.0,0.8
5568,Crypte archeologique,Triconque,422,0.42,5.1,1.9,0.8
5569,Crypte archeologique,Basilique Bir Ftouha,1519,1.52,18.2,7.0,3.0
5570,Crypte archeologique,Maison de la course de chars,192,0.19,2.3,0.9,0.4
5571,Crypte archeologique,Monument a absides,162,0.16,1.9,0.7,0.3
5572,Crypte archeologique,Basilique Bir Messaouda,511,0.51,6.1,2.4,1.0
5573,Crypte archeologique,Quartier Didon,526,0.53,6.3,2.4,1.1
5574,Crypte archeologique,Temple d'Apollon,537,0.54,6.4,2.5,1.1
5575,Crypte archeologique,Citernes Dar Saniet,1814,1.81,21.8,8.4,3.6
5576,Crypte archeologique,Chapelle sainte monique,1463,1.46,17.6,6.8,2.9
5577,Crypte archeologique,Palais Essaada,2897,2.9,34.8,13.4,5.8
5578,Crypte archeologique,Palais Abdellia,2861,2.86,34.3,13.2,5.7
5579,Crypte archeologique,Arrondissement de la Marsa Medina,3332,3.33,40.0,15.4,6.7
5580,Crypte archeologique,Palais Ahmed Bey,3244,3.24,38.9,15.0,6.5
5581,Crypte archeologique,Cafe Houas,3221,3.22,38.7,14.9,6.4
5582,Crypte archeologique,Cafe Safsaf,3245,3.24,38.9,15.0,6.5
5583,Crypte archeologique,Kobbet el Houwa,3582,3.58,43.0,16.5,7.2
5584,Crypte archeologique,Cafe El Hafsi,3297,3.3,39.6,15.2,6.6
5585,Crypte archeologique,Palais Ksar Ettej,3071,3.07,36.9,14.2,6.1
5586,Crypte archeologique,Le Vieux Souk,3188,3.19,38.3,14.7,6.4
5587,Crypte archeologique,Les vistiges de plage d'amilcar (carthage),2012,2.01,24.1,9.3,4.0
5588,Crypte archeologique,Acropolium de Carthage,189,0.19,2.3,0.9,0.4
5589,Chapelle sainte monique,Theatre,1107,1.11,13.3,5.1,2.2
5590,Chapelle sainte monique,Parc des villas romaines,892,0.89,10.7,4.1,1.8
5591,Chapelle sainte monique,Monastere de Bigua (maison de Tellus),842,0.84,10.1,3.9,1.7
5592,Chapelle sainte monique,Maison du Cryptoportique,822,0.82,9.9,3.8,1.6
5593,Chapelle sainte monique,Maison de la Basilique,800,0.8,9.6,3.7,1.6
5594,Chapelle sainte monique,Maison de la Volière,776,0.78,9.3,3.6,1.6
5595,Chapelle sainte monique,Maison de la Rotonde,759,0.76,9.1,3.5,1.5
5596,Chapelle sainte monique,Maison des Lions,663,0.66,8.0,3.1,1.3
5597,Chapelle sainte monique,Nécropole punique (Parc des villas romaines),888,0.89,10.7,4.1,1.8
5598,Chapelle sainte monique,Nymphée,879,0.88,10.5,4.1,1.8
5599,Chapelle sainte monique,Muraille de Thedose,815,0.81,9.8,3.8,1.6
5600,Chapelle sainte monique,Parc des thermes d'Antonin,1014,1.01,12.2,4.7,2.0
5601,Chapelle sainte monique,Chapelle d’Asterius,980,0.98,11.8,4.5,2.0
5602,Chapelle sainte monique,Four punique,986,0.99,11.8,4.6,2.0
5603,Chapelle sainte monique,Maison de la cachette,984,0.98,11.8,4.5,2.0
5604,Chapelle sainte monique,Tombe de la Nécropole punique,883,0.88,10.6,4.1,1.8
5605,Chapelle sainte monique,Basiliques byzantines,961,0.96,11.5,4.4,1.9
5606,Chapelle sainte monique,Scholla,968,0.97,11.6,4.5,1.9
5607,Chapelle sainte monique,Maison de Dionysos,899,0.9,10.8,4.1,1.8
5608,Chapelle sainte monique,Nécropole punique (Parc des thermes d'antonin),891,0.89,10.7,4.1,1.8
5609,Chapelle sainte monique,Thermes d'Antonin,886,0.89,10.6,4.1,1.8
5610,Chapelle sainte monique,Latrines publiques,986,0.99,11.8,4.5,2.0
5611,Chapelle sainte monique,Quartier Magon,1306,1.31,15.7,6.0,2.6
5612,Chapelle sainte monique,Tophet,2675,2.68,32.1,12.3,5.4
5613,Chapelle sainte monique,Ports puniques,2340,2.34,28.1,10.8,4.7
5614,Chapelle sainte monique,Port militaire,2238,2.24,26.9,10.3,4.5
5615,Chapelle sainte monique,Port marchand,2403,2.4,28.8,11.1,4.8
5616,Chapelle sainte monique,Ilot de l’Amirauté,2209,2.21,26.5,10.2,4.4
5617,Chapelle sainte monique,Temple,2225,2.23,26.7,10.3,4.5
5618,Chapelle sainte monique,Hangar,2239,2.24,26.9,10.3,4.5
5619,Chapelle sainte monique,Colline de Byrsa,1712,1.71,20.5,7.9,3.4
5620,Chapelle sainte monique,Bibliotheque Tabularium,1701,1.7,20.4,7.9,3.4
5621,Chapelle sainte monique,Temple prostyle,1742,1.74,20.9,8.0,3.5
5622,Chapelle sainte monique,Grand Temple d'Esculape (d'Eshmoun),1665,1.67,20.0,7.7,3.3
5623,Chapelle sainte monique,Emplacement probable de la Basilique judiciaire,1576,1.58,18.9,7.3,3.2
5624,Chapelle sainte monique,"Absides ""Beule"" en contrebas",1563,1.56,18.8,7.2,3.1
5625,Chapelle sainte monique,Tombeaux puniques,1738,1.74,20.9,8.0,3.5
5626,Chapelle sainte monique,Musee national,1610,1.61,19.3,7.4,3.2
5627,Chapelle sainte monique,Tombeau punique (Ariche),1695,1.69,20.3,7.8,3.4
5628,Chapelle sainte monique,Emplacement de la Chapelle Saint Louis,1576,1.58,18.9,7.3,3.2
5629,Chapelle sainte monique,Emplacement probable de la curie,1687,1.69,20.2,7.8,3.4
5630,Chapelle sainte monique,Quartier Punique (Quartier Hannibal),1677,1.68,20.1,7.7,3.4
5631,Chapelle sainte monique,Cathedrale Saint Louis,1659,1.66,19.9,7.7,3.3
5632,Chapelle sainte monique,Beit El Hikma,1279,1.28,15.3,5.9,2.6
5633,Chapelle sainte monique,Musee Oceanographique (Dar El Hout),2373,2.37,28.5,11.0,4.7
5634,Chapelle sainte monique,Amphitheatre De  Carthage,2207,2.21,26.5,10.2,4.4
5635,Chapelle sainte monique,Basilique Damous Karita,676,0.68,8.1,3.1,1.4
5636,Chapelle sainte monique,Rotonde ( Rotonde de Damous El Karita),781,0.78,9.4,3.6,1.6
5637,Chapelle sainte monique,Basilique Maiorum,763,0.76,9.2,3.5,1.5
5638,Chapelle sainte monique,Basilique Saint Cyprien,280,0.28,3.4,1.3,0.6
5639,Chapelle sainte monique,Musee Paleochretien Basilique de Cartagena,1931,1.93,23.2,8.9,3.9
5640,Chapelle sainte monique,Citernes de la Malaga,1789,1.79,21.5,8.3,3.6
5641,Chapelle sainte monique,Cirque,2438,2.44,29.3,11.3,4.9
5642,Chapelle sainte monique,Edifice à colonnes (Jockey club de Carthage),1319,1.32,15.8,6.1,2.6
5643,Chapelle sainte monique,Maison de la chasse aux sangliers,1156,1.16,13.9,5.3,2.3
5644,Chapelle sainte monique,Odeon,814,0.81,9.8,3.8,1.6
5645,Chapelle sainte monique,Mosquée Imam Malek Ibn Anas,953,0.95,11.4,4.4,1.9
5646,Chapelle sainte monique,Monument circulaire,1147,1.15,13.8,5.3,2.3
5647,Chapelle sainte monique,Monument circulaire(Martyrium),1071,1.07,12.8,4.9,2.1
5648,Chapelle sainte monique,Basilique chretienne,1112,1.11,13.3,5.1,2.2
5649,Chapelle sainte monique,Triconque,1086,1.09,13.0,5.0,2.2
5650,Chapelle sainte monique,Basilique Bir Ftouha,1379,1.38,16.5,6.4,2.8
5651,Chapelle sainte monique,Maison de la course de chars,1350,1.35,16.2,6.2,2.7
5652,Chapelle sainte monique,Monument a absides,1360,1.36,16.3,6.3,2.7
5653,Chapelle sainte monique,Basilique Bir Messaouda,1610,1.61,19.3,7.4,3.2
5654,Chapelle sainte monique,Quartier Didon,1516,1.52,18.2,7.0,3.0
5655,Chapelle sainte monique,Temple d'Apollon,1540,1.54,18.5,7.1,3.1
5656,Chapelle sainte monique,Citernes Dar Saniet,448,0.45,5.4,2.1,0.9
5657,Chapelle sainte monique,Crypte archeologique,1463,1.46,17.6,6.8,2.9
5658,Chapelle sainte monique,Palais Essaada,2210,2.21,26.5,10.2,4.4
5659,Chapelle sainte monique,Palais Abdellia,2378,2.38,28.5,11.0,4.8
5660,Chapelle sainte monique,Arrondissement de la Marsa Medina,2670,2.67,32.0,12.3,5.3
5661,Chapelle sainte monique,Palais Ahmed Bey,2493,2.49,29.9,11.5,5.0
5662,Chapelle sainte monique,Cafe Houas,2461,2.46,29.5,11.4,4.9
5663,Chapelle sainte monique,Cafe Safsaf,2474,2.47,29.7,11.4,4.9
5664,Chapelle sainte monique,Kobbet el Houwa,2718,2.72,32.6,12.5,5.4
5665,Chapelle sainte monique,Cafe El Hafsi,2456,2.46,29.5,11.3,4.9
5666,Chapelle sainte monique,Palais Ksar Ettej,2321,2.32,27.8,10.7,4.6
5667,Chapelle sainte monique,Le Vieux Souk,2416,2.42,29.0,11.1,4.8
5668,Chapelle sainte monique,Les vistiges de plage d'amilcar (carthage),635,0.63,7.6,2.9,1.3
5669,Chapelle sainte monique,Acropolium de Carthage,1650,1.65,19.8,7.6,3.3
5670,Palais Essaada,Theatre,2677,2.68,32.1,12.4,5.4
5671,Palais Essaada,Parc des villas romaines,2647,2.65,31.8,12.2,5.3
5672,Palais Essaada,Monastere de Bigua (maison de Tellus),2634,2.63,31.6,12.2,5.3
5673,Palais Essaada,Maison du Cryptoportique,2571,2.57,30.8,11.9,5.1
5674,Palais Essaada,Maison de la Basilique,2487,2.49,29.8,11.5,5.0
5675,Palais Essaada,Maison de la Volière,2507,2.51,30.1,11.6,5.0
5676,Palais Essaada,Maison de la Rotonde,2525,2.53,30.3,11.7,5.1
5677,Palais Essaada,Maison des Lions,2480,2.48,29.8,11.4,5.0
5678,Palais Essaada,Nécropole punique (Parc des villas romaines),2562,2.56,30.7,11.8,5.1
5679,Palais Essaada,Nymphée,2633,2.63,31.6,12.2,5.3
5680,Palais Essaada,Muraille de Thedose,2266,2.27,27.2,10.5,4.5
5681,Palais Essaada,Parc des thermes d'Antonin,2938,2.94,35.3,13.6,5.9
5682,Palais Essaada,Chapelle d’Asterius,2889,2.89,34.7,13.3,5.8
5683,Palais Essaada,Four punique,2850,2.85,34.2,13.2,5.7
5684,Palais Essaada,Maison de la cachette,2813,2.81,33.8,13.0,5.6
5685,Palais Essaada,Tombe de la Nécropole punique,2845,2.84,34.1,13.1,5.7
5686,Palais Essaada,Basiliques byzantines,2836,2.84,34.0,13.1,5.7
5687,Palais Essaada,Scholla,2868,2.87,34.4,13.2,5.7
5688,Palais Essaada,Maison de Dionysos,2825,2.83,33.9,13.0,5.7
5689,Palais Essaada,Nécropole punique (Parc des thermes d'antonin),2850,2.85,34.2,13.2,5.7
5690,Palais Essaada,Thermes d'Antonin,2896,2.9,34.8,13.4,5.8
5691,Palais Essaada,Latrines publiques,2961,2.96,35.5,13.7,5.9
5692,Palais Essaada,Quartier Magon,3225,3.22,38.7,14.9,6.4
5693,Palais Essaada,Tophet,4372,4.37,52.5,20.2,8.7
5694,Palais Essaada,Ports puniques,4104,4.1,49.3,18.9,8.2
5695,Palais Essaada,Port militaire,3993,3.99,47.9,18.4,8.0
5696,Palais Essaada,Port marchand,4168,4.17,50.0,19.2,8.3
5697,Palais Essaada,Ilot de l’Amirauté,3952,3.95,47.4,18.2,7.9
5698,Palais Essaada,Temple,3965,3.96,47.6,18.3,7.9
5699,Palais Essaada,Hangar,3960,3.96,47.5,18.3,7.9
5700,Palais Essaada,Colline de Byrsa,3074,3.07,36.9,14.2,6.1
5701,Palais Essaada,Bibliotheque Tabularium,3112,3.11,37.3,14.4,6.2
5702,Palais Essaada,Temple prostyle,3150,3.15,37.8,14.5,6.3
5703,Palais Essaada,Grand Temple d'Esculape (d'Eshmoun),3117,3.12,37.4,14.4,6.2
5704,Palais Essaada,Emplacement probable de la Basilique judiciaire,3082,3.08,37.0,14.2,6.2
5705,Palais Essaada,"Absides ""Beule"" en contrebas",3082,3.08,37.0,14.2,6.2
5706,Palais Essaada,Tombeaux puniques,3161,3.16,37.9,14.6,6.3
5707,Palais Essaada,Musee national,3047,3.05,36.6,14.1,6.1
5708,Palais Essaada,Tombeau punique (Ariche),3086,3.09,37.0,14.2,6.2
5709,Palais Essaada,Emplacement de la Chapelle Saint Louis,3073,3.07,36.9,14.2,6.1
5710,Palais Essaada,Emplacement probable de la curie,3067,3.07,36.8,14.2,6.1
5711,Palais Essaada,Quartier Punique (Quartier Hannibal),3143,3.14,37.7,14.5,6.3
5712,Palais Essaada,Cathedrale Saint Louis,3014,3.01,36.2,13.9,6.0
5713,Palais Essaada,Beit El Hikma,3204,3.2,38.4,14.8,6.4
5714,Palais Essaada,Musee Oceanographique (Dar El Hout),4141,4.14,49.7,19.1,8.3
5715,Palais Essaada,Amphitheatre De  Carthage,3003,3.0,36.0,13.9,6.0
5716,Palais Essaada,Basilique Damous Karita,2093,2.09,25.1,9.7,4.2
5717,Palais Essaada,Rotonde ( Rotonde de Damous El Karita),2169,2.17,26.0,10.0,4.3
5718,Palais Essaada,Basilique Maiorum,1480,1.48,17.8,6.8,3.0
5719,Palais Essaada,Basilique Saint Cyprien,1933,1.93,23.2,8.9,3.9
5720,Palais Essaada,Musee Paleochretien Basilique de Cartagena,3593,3.59,43.1,16.6,7.2
5721,Palais Essaada,Citernes de la Malaga,2545,2.54,30.5,11.7,5.1
5722,Palais Essaada,Cirque,3528,3.53,42.3,16.3,7.1
5723,Palais Essaada,Edifice à colonnes (Jockey club de Carthage),2673,2.67,32.1,12.3,5.3
5724,Palais Essaada,Maison de la chasse aux sangliers,2706,2.71,32.5,12.5,5.4
5725,Palais Essaada,Odeon,2408,2.41,28.9,11.1,4.8
5726,Palais Essaada,Mosquée Imam Malek Ibn Anas,2410,2.41,28.9,11.1,4.8
5727,Palais Essaada,Monument circulaire,2539,2.54,30.5,11.7,5.1
5728,Palais Essaada,Monument circulaire(Martyrium),2537,2.54,30.4,11.7,5.1
5729,Palais Essaada,Basilique chretienne,2502,2.5,30.0,11.5,5.0
5730,Palais Essaada,Triconque,2523,2.52,30.3,11.6,5.0
5731,Palais Essaada,Basilique Bir Ftouha,1401,1.4,16.8,6.5,2.8
5732,Palais Essaada,Maison de la course de chars,2932,2.93,35.2,13.5,5.9
5733,Palais Essaada,Monument a absides,2919,2.92,35.0,13.5,5.8
5734,Palais Essaada,Basilique Bir Messaouda,3331,3.33,40.0,15.4,6.7
5735,Palais Essaada,Quartier Didon,3283,3.28,39.4,15.2,6.6
5736,Palais Essaada,Temple d'Apollon,3305,3.3,39.7,15.3,6.6
5737,Palais Essaada,Citernes Dar Saniet,1856,1.86,22.3,8.6,3.7
5738,Palais Essaada,Crypte archeologique,2897,2.9,34.8,13.4,5.8
5739,Palais Essaada,Chapelle sainte monique,2210,2.21,26.5,10.2,4.4
5740,Palais Essaada,Palais Abdellia,397,0.4,4.8,1.8,0.8
5741,Palais Essaada,Arrondissement de la Marsa Medina,463,0.46,5.6,2.1,0.9
5742,Palais Essaada,Palais Ahmed Bey,351,0.35,4.2,1.6,0.7
5743,Palais Essaada,Cafe Houas,333,0.33,4.0,1.5,0.7
5744,Palais Essaada,Cafe Safsaf,361,0.36,4.3,1.7,0.7
5745,Palais Essaada,Kobbet el Houwa,730,0.73,8.8,3.4,1.5
5746,Palais Essaada,Cafe El Hafsi,469,0.47,5.6,2.2,0.9
5747,Palais Essaada,Palais Ksar Ettej,195,0.2,2.3,0.9,0.4
5748,Palais Essaada,Le Vieux Souk,311,0.31,3.7,1.4,0.6
5749,Palais Essaada,Les vistiges de plage d'amilcar (carthage),1788,1.79,21.5,8.3,3.6
5750,Palais Essaada,Acropolium de Carthage,3002,3.0,36.0,13.9,6.0
5751,Palais Abdellia,Theatre,2683,2.68,32.2,12.4,5.4
5752,Palais Abdellia,Parc des villas romaines,2690,2.69,32.3,12.4,5.4
5753,Palais Abdellia,Monastere de Bigua (maison de Tellus),2685,2.68,32.2,12.4,5.4
5754,Palais Abdellia,Maison du Cryptoportique,2619,2.62,31.4,12.1,5.2
5755,Palais Abdellia,Maison de la Basilique,2532,2.53,30.4,11.7,5.1
5756,Palais Abdellia,Maison de la Volière,2558,2.56,30.7,11.8,5.1
5757,Palais Abdellia,Maison de la Rotonde,2581,2.58,31.0,11.9,5.2
5758,Palais Abdellia,Maison des Lions,2550,2.55,30.6,11.8,5.1
5759,Palais Abdellia,Nécropole punique (Parc des villas romaines),2598,2.6,31.2,12.0,5.2
5760,Palais Abdellia,Nymphée,2677,2.68,32.1,12.4,5.4
5761,Palais Abdellia,Muraille de Thedose,2297,2.3,27.6,10.6,4.6
5762,Palais Abdellia,Parc des thermes d'Antonin,2996,3.0,36.0,13.8,6.0
5763,Palais Abdellia,Chapelle d’Asterius,2946,2.95,35.4,13.6,5.9
5764,Palais Abdellia,Four punique,2900,2.9,34.8,13.4,5.8
5765,Palais Abdellia,Maison de la cachette,2858,2.86,34.3,13.2,5.7
5766,Palais Abdellia,Tombe de la Nécropole punique,2916,2.92,35.0,13.5,5.8
5767,Palais Abdellia,Basiliques byzantines,2889,2.89,34.7,13.3,5.8
5768,Palais Abdellia,Scholla,2925,2.92,35.1,13.5,5.8
5769,Palais Abdellia,Maison de Dionysos,2890,2.89,34.7,13.3,5.8
5770,Palais Abdellia,Nécropole punique (Parc des thermes d'antonin),2921,2.92,35.0,13.5,5.8
5771,Palais Abdellia,Thermes d'Antonin,2976,2.98,35.7,13.7,6.0
5772,Palais Abdellia,Latrines publiques,3030,3.03,36.4,14.0,6.1
5773,Palais Abdellia,Quartier Magon,3268,3.27,39.2,15.1,6.5
5774,Palais Abdellia,Tophet,4329,4.33,51.9,20.0,8.7
5775,Palais Abdellia,Ports puniques,4083,4.08,49.0,18.8,8.2
5776,Palais Abdellia,Port militaire,3972,3.97,47.7,18.3,7.9
5777,Palais Abdellia,Port marchand,4145,4.15,49.7,19.1,8.3
5778,Palais Abdellia,Ilot de l’Amirauté,3930,3.93,47.2,18.1,7.9
5779,Palais Abdellia,Temple,3941,3.94,47.3,18.2,7.9
5780,Palais Abdellia,Hangar,3933,3.93,47.2,18.2,7.9
5781,Palais Abdellia,Colline de Byrsa,3014,3.01,36.2,13.9,6.0
5782,Palais Abdellia,Bibliotheque Tabularium,3059,3.06,36.7,14.1,6.1
5783,Palais Abdellia,Temple prostyle,3094,3.09,37.1,14.3,6.2
5784,Palais Abdellia,Grand Temple d'Esculape (d'Eshmoun),3071,3.07,36.8,14.2,6.1
5785,Palais Abdellia,Emplacement probable de la Basilique judiciaire,3048,3.05,36.6,14.1,6.1
5786,Palais Abdellia,"Absides ""Beule"" en contrebas",3050,3.05,36.6,14.1,6.1
5787,Palais Abdellia,Tombeaux puniques,3106,3.11,37.3,14.3,6.2
5788,Palais Abdellia,Musee national,3002,3.0,36.0,13.9,6.0
5789,Palais Abdellia,Tombeau punique (Ariche),3030,3.03,36.4,14.0,6.1
5790,Palais Abdellia,Emplacement de la Chapelle Saint Louis,3037,3.04,36.4,14.0,6.1
5791,Palais Abdellia,Emplacement probable de la curie,3010,3.01,36.1,13.9,6.0
5792,Palais Abdellia,Quartier Punique (Quartier Hannibal),3098,3.1,37.2,14.3,6.2
5793,Palais Abdellia,Cathedrale Saint Louis,2956,2.96,35.5,13.6,5.9
5794,Palais Abdellia,Beit El Hikma,3250,3.25,39.0,15.0,6.5
5795,Palais Abdellia,Musee Oceanographique (Dar El Hout),4119,4.12,49.4,19.0,8.2
5796,Palais Abdellia,Amphitheatre De  Carthage,2847,2.85,34.2,13.1,5.7
5797,Palais Abdellia,Basilique Damous Karita,2148,2.15,25.8,9.9,4.3
5798,Palais Abdellia,Rotonde ( Rotonde de Damous El Karita),2205,2.2,26.5,10.2,4.4
5799,Palais Abdellia,Basilique Maiorum,1619,1.62,19.4,7.5,3.2
5800,Palais Abdellia,Basilique Saint Cyprien,2098,2.1,25.2,9.7,4.2
5801,Palais Abdellia,Musee Paleochretien Basilique de Cartagena,3565,3.57,42.8,16.5,7.1
5802,Palais Abdellia,Citernes de la Malaga,2417,2.42,29.0,11.2,4.8
5803,Palais Abdellia,Cirque,3395,3.4,40.7,15.7,6.8
5804,Palais Abdellia,Edifice à colonnes (Jockey club de Carthage),2640,2.64,31.7,12.2,5.3
5805,Palais Abdellia,Maison de la chasse aux sangliers,2706,2.71,32.5,12.5,5.4
5806,Palais Abdellia,Odeon,2446,2.45,29.4,11.3,4.9
5807,Palais Abdellia,Mosquée Imam Malek Ibn Anas,2423,2.42,29.1,11.2,4.8
5808,Palais Abdellia,Monument circulaire,2526,2.53,30.3,11.7,5.1
5809,Palais Abdellia,Monument circulaire(Martyrium),2537,2.54,30.4,11.7,5.1
5810,Palais Abdellia,Basilique chretienne,2493,2.49,29.9,11.5,5.0
5811,Palais Abdellia,Triconque,2519,2.52,30.2,11.6,5.0
5812,Palais Abdellia,Basilique Bir Ftouha,1343,1.34,16.1,6.2,2.7
5813,Palais Abdellia,Maison de la course de chars,2922,2.92,35.1,13.5,5.8
5814,Palais Abdellia,Monument a absides,2905,2.9,34.9,13.4,5.8
5815,Palais Abdellia,Basilique Bir Messaouda,3326,3.33,39.9,15.4,6.7
5816,Palais Abdellia,Quartier Didon,3290,3.29,39.5,15.2,6.6
5817,Palais Abdellia,Temple d'Apollon,3310,3.31,39.7,15.3,6.6
5818,Palais Abdellia,Citernes Dar Saniet,2074,2.07,24.9,9.6,4.1
5819,Palais Abdellia,Crypte archeologique,2861,2.86,34.3,13.2,5.7
5820,Palais Abdellia,Chapelle sainte monique,2378,2.38,28.5,11.0,4.8
5821,Palais Abdellia,Palais Essaada,397,0.4,4.8,1.8,0.8
5822,Palais Abdellia,Arrondissement de la Marsa Medina,539,0.54,6.5,2.5,1.1
5823,Palais Abdellia,Palais Ahmed Bey,608,0.61,7.3,2.8,1.2
5824,Palais Abdellia,Cafe Houas,611,0.61,7.3,2.8,1.2
5825,Palais Abdellia,Cafe Safsaf,641,0.64,7.7,3.0,1.3
5826,Palais Abdellia,Kobbet el Houwa,999,1.0,12.0,4.6,2.0
5827,Palais Abdellia,Cafe El Hafsi,795,0.79,9.5,3.7,1.6
5828,Palais Abdellia,Palais Ksar Ettej,538,0.54,6.5,2.5,1.1
5829,Palais Abdellia,Le Vieux Souk,618,0.62,7.4,2.9,1.2
5830,Palais Abdellia,Les vistiges de plage d'amilcar (carthage),2038,2.04,24.5,9.4,4.1
5831,Palais Abdellia,Acropolium de Carthage,2944,2.94,35.3,13.6,5.9
5832,Arrondissement de la Marsa Medina,Theatre,3125,3.12,37.5,14.4,6.2
5833,Arrondissement de la Marsa Medina,Parc des villas romaines,3103,3.1,37.2,14.3,6.2
5834,Arrondissement de la Marsa Medina,Monastere de Bigua (maison de Tellus),3092,3.09,37.1,14.3,6.2
5835,Arrondissement de la Marsa Medina,Maison du Cryptoportique,3028,3.03,36.3,14.0,6.1
5836,Arrondissement de la Marsa Medina,Maison de la Basilique,2943,2.94,35.3,13.6,5.9
5837,Arrondissement de la Marsa Medina,Maison de la Volière,2964,2.96,35.6,13.7,5.9
5838,Arrondissement de la Marsa Medina,Maison de la Rotonde,2984,2.98,35.8,13.8,6.0
5839,Arrondissement de la Marsa Medina,Maison des Lions,2941,2.94,35.3,13.6,5.9
5840,Arrondissement de la Marsa Medina,Nécropole punique (Parc des villas romaines),3017,3.02,36.2,13.9,6.0
5841,Arrondissement de la Marsa Medina,Nymphée,3089,3.09,37.1,14.3,6.2
5842,Arrondissement de la Marsa Medina,Muraille de Thedose,2719,2.72,32.6,12.5,5.4
5843,Arrondissement de la Marsa Medina,Parc des thermes d'Antonin,3397,3.4,40.8,15.7,6.8
5844,Arrondissement de la Marsa Medina,Chapelle d’Asterius,3348,3.35,40.2,15.5,6.7
5845,Arrondissement de la Marsa Medina,Four punique,3308,3.31,39.7,15.3,6.6
5846,Arrondissement de la Marsa Medina,Maison de la cachette,3270,3.27,39.2,15.1,6.5
5847,Arrondissement de la Marsa Medina,Tombe de la Nécropole punique,3306,3.31,39.7,15.3,6.6
5848,Arrondissement de la Marsa Medina,Basiliques byzantines,3295,3.29,39.5,15.2,6.6
5849,Arrondissement de la Marsa Medina,Scholla,3327,3.33,39.9,15.4,6.7
5850,Arrondissement de la Marsa Medina,Maison de Dionysos,3285,3.29,39.4,15.2,6.6
5851,Arrondissement de la Marsa Medina,Nécropole punique (Parc des thermes d'antonin),3311,3.31,39.7,15.3,6.6
5852,Arrondissement de la Marsa Medina,Thermes d'Antonin,3358,3.36,40.3,15.5,6.7
5853,Arrondissement de la Marsa Medina,Latrines publiques,3422,3.42,41.1,15.8,6.8
5854,Arrondissement de la Marsa Medina,Quartier Magon,3682,3.68,44.2,17.0,7.4
5855,Arrondissement de la Marsa Medina,Tophet,4806,4.81,57.7,22.2,9.6
5856,Arrondissement de la Marsa Medina,Ports puniques,4546,4.55,54.5,21.0,9.1
5857,Arrondissement de la Marsa Medina,Port militaire,4434,4.43,53.2,20.5,8.9
5858,Arrondissement de la Marsa Medina,Port marchand,4609,4.61,55.3,21.3,9.2
5859,Arrondissement de la Marsa Medina,Ilot de l’Amirauté,4393,4.39,52.7,20.3,8.8
5860,Arrondissement de la Marsa Medina,Temple,4405,4.41,52.9,20.3,8.8
5861,Arrondissement de la Marsa Medina,Hangar,4399,4.4,52.8,20.3,8.8
5862,Arrondissement de la Marsa Medina,Colline de Byrsa,3499,3.5,42.0,16.1,7.0
5863,Arrondissement de la Marsa Medina,Bibliotheque Tabularium,3540,3.54,42.5,16.3,7.1
5864,Arrondissement de la Marsa Medina,Temple prostyle,3577,3.58,42.9,16.5,7.2
5865,Arrondissement de la Marsa Medina,Grand Temple d'Esculape (d'Eshmoun),3548,3.55,42.6,16.4,7.1
5866,Arrondissement de la Marsa Medina,Emplacement probable de la Basilique judiciaire,3517,3.52,42.2,16.2,7.0
5867,Arrondissement de la Marsa Medina,"Absides ""Beule"" en contrebas",3518,3.52,42.2,16.2,7.0
5868,Arrondissement de la Marsa Medina,Tombeaux puniques,3588,3.59,43.1,16.6,7.2
5869,Arrondissement de la Marsa Medina,Musee national,3478,3.48,41.7,16.1,7.0
5870,Arrondissement de la Marsa Medina,Tombeau punique (Ariche),3513,3.51,42.2,16.2,7.0
5871,Arrondissement de la Marsa Medina,Emplacement de la Chapelle Saint Louis,3507,3.51,42.1,16.2,7.0
5872,Arrondissement de la Marsa Medina,Emplacement probable de la curie,3493,3.49,41.9,16.1,7.0
5873,Arrondissement de la Marsa Medina,Quartier Punique (Quartier Hannibal),3575,3.57,42.9,16.5,7.1
5874,Arrondissement de la Marsa Medina,Cathedrale Saint Louis,3439,3.44,41.3,15.9,6.9
5875,Arrondissement de la Marsa Medina,Beit El Hikma,3662,3.66,43.9,16.9,7.3
5876,Arrondissement de la Marsa Medina,Musee Oceanographique (Dar El Hout),4582,4.58,55.0,21.1,9.2
5877,Arrondissement de la Marsa Medina,Amphitheatre De  Carthage,3373,3.37,40.5,15.6,6.7
5878,Arrondissement de la Marsa Medina,Basilique Damous Karita,2551,2.55,30.6,11.8,5.1
5879,Arrondissement de la Marsa Medina,Rotonde ( Rotonde de Damous El Karita),2623,2.62,31.5,12.1,5.2
