user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_2577;Equipement;Romaine, Beylicale Houssainite, Coloniale;réduite;taxi;159;216;Carthage;étudiant;8;Ports puniques | Theatre | Parc des villas romaines | Beit El Hikma | Quartier Magon | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Tophet
user_2578;culturel, Equipement, musee;Beylicale Houssainite;réduite;taxi;137;142;Carthage;retraité;5;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Ports puniques
user_2579;Equipement;Romaine, Punique, Beylicale Houssainite;normale;voiture;96;92;Carthage;retraité;5;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa
user_2580;Equipement, religieux;Romaine, Punique, Beylicale Houssainite;réduite;à pied;33;235;Carthage;retraité;3;Ports puniques | Parc des villas romaines | Theatre
user_2581;religieux, habitation, Equipement;Coloniale, Romaine, Punique;réduite;à pied;42;92;Carthage;étudiant;5;Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques
user_2583;Equipement;Beylicale Houssainite, Romaine;normale;à pied;40;130;Carthage;enfant;5;Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_2585;musee;Coloniale, Beylicale Houssainite, Romaine;réduite;taxi;134;209;Carthage;enseignant;5;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Theatre | Parc des villas romaines | Quartier Magon
user_2589;musee, culturel;Beylicale Houssainite, Coloniale, Romaine;réduite;voiture;141;127;Carthage;resident;9;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Theatre | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques
user_2590;culturel;Punique;normale;à pied;42;178;Carthage;enfant;4;Tophet | La colline de Byrsa | Ports puniques
user_2592;Equipement, culturel, musee;Romaine;normale;vélo;79;171;Carthage;étranger;5;Theatre | Ports puniques | Parc des villas romaines | La colline de Byrsa | Quartier Magon
user_2594;culturel;Romaine, Coloniale;réduite;vélo;86;219;Carthage;resident;6;Theatre | La colline de Byrsa | Parc des villas romaines | Quartier Magon | Ports puniques | Tophet
user_2596;Equipement, musee;Punique;normale;voiture;127;109;Carthage;enfant;9;"Ports puniques | Tophet | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2597;musee;Punique;normale;vélo;71;209;Carthage;retraité;4;"Tophet | Ports puniques | antonin)"", "
user_2598;religieux, Equipement;Coloniale, Beylicale Houssainite, Punique;réduite;taxi;186;139;Carthage;étudiant;9;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_2600;habitation;Romaine, Beylicale Houssainite, Punique;normale;taxi;142;232;Carthage;enseignant;5;Parc des villas romaines | Quartier Magon | Beit El Hikma | Theatre | Ports puniques
user_2601;religieux, Equipement, habitation;Punique, Romaine, Coloniale;normale;taxi;164;143;Carthage;étranger;7;"Ports puniques | antonin)"",  | ,  | ,  | ,  | , "
user_2602;habitation;Romaine;normale;voiture;78;190;Carthage;étudiant;4;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma
user_2603;habitation, musee, religieux;Romaine;réduite;à pied;38;146;Carthage;resident;5;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques
user_2604;Equipement, musee, habitation;Romaine;réduite;taxi;138;100;Carthage;enfant;4;Parc des villas romaines | Ports puniques | Theatre | Quartier Magon
user_2606;musee, Equipement;Beylicale Houssainite;réduite;taxi;162;138;Carthage;resident;8;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre | La colline de Byrsa
user_2607;musee;Punique, Coloniale, Romaine;réduite;voiture;112;101;Carthage;retraité;7;"Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Quartier Magon | antonin)"",  | , "
user_2608;musee;Beylicale Houssainite;réduite;voiture;122;159;Carthage;retraité;9;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre | La colline de Byrsa
user_2609;Equipement;Punique, Coloniale, Beylicale Houssainite;réduite;vélo;69;236;Carthage;enseignant;4;Ports puniques | Tophet | Quartier Magon
user_2610;habitation, musee;Beylicale Houssainite, Punique;normale;taxi;191;171;Carthage;enfant;9;"Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet | antonin)"",  | ,  | , "
user_2611;Equipement;Coloniale;normale;voiture;90;102;Carthage;enseignant;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma
user_2612;Equipement;Romaine, Punique;réduite;taxi;142;156;Carthage;enseignant;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2615;musee, habitation;Coloniale, Romaine;réduite;à pied;32;105;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Theatre
user_2616;musee;Beylicale Houssainite, Punique;normale;vélo;76;167;Carthage;étranger;6;Beit El Hikma | Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon
user_2617;musee, Equipement, culturel;Romaine, Punique;normale;taxi;156;226;Carthage;retraité;6;Ports puniques | Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet
user_2618;Equipement;Romaine, Punique, Beylicale Houssainite;normale;vélo;74;221;Carthage;retraité;4;Ports puniques | Parc des villas romaines | Theatre | Quartier Magon
user_2621;Equipement;Romaine, Punique, Beylicale Houssainite;réduite;vélo;97;142;Carthage;enseignant;8;"Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Tophet | antonin)"", "
user_2623;habitation;Beylicale Houssainite, Punique;réduite;vélo;72;97;Carthage;étudiant;5;Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet
user_2625;culturel, habitation;Romaine;réduite;vélo;92;216;Carthage;retraité;8;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet | Ports puniques | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2629;musee;Romaine;réduite;voiture;136;131;Carthage;enseignant;9;Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | La colline de Byrsa | Tophet | Beit El Hikma
user_2630;Equipement, culturel;Punique;normale;taxi;154;161;Carthage;étranger;6;"Ports puniques | Tophet | La colline de Byrsa | antonin)"",  | , "
user_2631;habitation, musee;Romaine, Coloniale, Beylicale Houssainite;normale;vélo;82;228;Carthage;étudiant;7;Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa
user_2632;Equipement, habitation, musee;Beylicale Houssainite;normale;à pied;23;103;Carthage;enfant;3;Beit El Hikma | Ports puniques | Quartier Magon
user_2633;habitation, Equipement;Coloniale, Beylicale Houssainite, Romaine;réduite;taxi;200;165;Carthage;enseignant;9;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Quartier Magon | Ports puniques | Theatre | La colline de Byrsa | Tophet
user_2636;musee, Equipement, culturel;Beylicale Houssainite, Romaine, Punique;réduite;vélo;58;192;Carthage;resident;4;Ports puniques | Beit El Hikma | Theatre | Parc des villas romaines
user_2637;culturel, religieux, musee;Romaine, Beylicale Houssainite;réduite;voiture;119;132;Carthage;enfant;9;"Theatre | La colline de Byrsa | Parc des villas romaines | Quartier Magon | Ports puniques | Tophet | Beit El Hikma | antonin)"", "
user_2638;musee, Equipement, culturel;Coloniale, Romaine;normale;taxi;126;207;Carthage;enfant;3;Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre
user_2639;religieux, culturel, musee;Romaine, Coloniale;normale;taxi;158;221;Carthage;étudiant;6;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques
user_2643;religieux, musee, Equipement;Beylicale Houssainite, Punique;réduite;voiture;71;106;Carthage;étudiant;3;"Beit El Hikma | antonin)"", "
user_2644;religieux, Equipement;Romaine, Coloniale, Punique;réduite;voiture;109;95;Carthage;enfant;7;"Ports puniques | Parc des villas romaines | Theatre | Quartier Magon | antonin)"",  | , "
user_2645;culturel;Romaine, Beylicale Houssainite;réduite;taxi;191;101;Carthage;retraité;9;Theatre | La colline de Byrsa | Parc des villas romaines | Quartier Magon | Ports puniques | Tophet | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2646;habitation, culturel;Romaine, Coloniale, Punique;réduite;vélo;57;195;Carthage;enseignant;3;Parc des villas romaines | Quartier Magon | Theatre
user_2647;musee, religieux;Coloniale;réduite;à pied;43;238;Carthage;étudiant;6;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma
user_2649;culturel;Punique, Romaine;normale;à pied;29;170;Carthage;enfant;3;Tophet | La colline de Byrsa | Ports puniques
user_2650;religieux, culturel, habitation;Beylicale Houssainite, Coloniale;normale;vélo;53;182;Carthage;enfant;4;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | antonin)"", "
user_2651;culturel, Equipement;Coloniale, Romaine;normale;taxi;143;166;Carthage;enseignant;5;Theatre | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Ports puniques | Tophet
user_2652;musee;Beylicale Houssainite;réduite;taxi;133;202;Carthage;étudiant;5;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet
user_2653;musee, culturel;Coloniale;réduite;à pied;44;118;Carthage;resident;5;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Ports puniques
user_2655;culturel, musee;Punique;normale;vélo;96;194;Carthage;étudiant;7;"Tophet | La colline de Byrsa | Ports puniques | antonin)"",  | ,  | , "
user_2656;Equipement;Beylicale Houssainite;réduite;taxi;184;126;Carthage;enseignant;9;Beit El Hikma | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_2659;habitation;Coloniale, Romaine, Beylicale Houssainite;réduite;vélo;57;171;Carthage;enfant;4;Parc des villas romaines | Quartier Magon | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2660;culturel;Coloniale, Beylicale Houssainite, Romaine;réduite;voiture;110;171;Carthage;retraité;8;Theatre | Musee Oceanographique (Dar El Hout) | Beit El Hikma | La colline de Byrsa | Tophet | Parc des villas romaines | Quartier Magon | Ports puniques
user_2663;religieux, Equipement;Beylicale Houssainite;normale;taxi;121;203;Carthage;enfant;3;"Beit El Hikma | antonin)"", "
user_2665;habitation, religieux;Coloniale, Beylicale Houssainite;normale;vélo;50;102;Carthage;resident;3;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon
user_2666;culturel, religieux, habitation;Punique, Romaine;réduite;vélo;72;161;Carthage;étranger;4;Tophet | La colline de Byrsa | Quartier Magon
user_2667;habitation;Punique, Beylicale Houssainite, Romaine;réduite;taxi;137;166;Carthage;enfant;5;Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet
user_2668;musee, culturel, Equipement;Romaine;réduite;taxi;176;105;Carthage;enfant;9;Theatre | Parc des villas romaines | La colline de Byrsa | Ports puniques | Quartier Magon | Musee Oceanographique (Dar El Hout) | Tophet | Beit El Hikma
user_2669;culturel, Equipement;Beylicale Houssainite, Coloniale, Punique;normale;voiture;100;140;Carthage;étranger;7;Beit El Hikma | Tophet | La colline de Byrsa | Ports puniques | Musee Oceanographique (Dar El Hout) | Theatre | Quartier Magon
user_2670;habitation;Coloniale;réduite;à pied;24;183;Carthage;retraité;4;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_2671;habitation;Beylicale Houssainite;réduite;vélo;56;193;Carthage;enseignant;3;Beit El Hikma | Quartier Magon | Parc des villas romaines
user_2672;musee;Romaine, Beylicale Houssainite, Punique;normale;vélo;64;115;Carthage;resident;3;Parc des villas romaines | Theatre | Quartier Magon
user_2673;musee, culturel, habitation;Romaine, Punique;normale;taxi;147;219;Carthage;enfant;5;Theatre | Parc des villas romaines | La colline de Byrsa | Quartier Magon | Tophet
user_2674;habitation;Coloniale;normale;taxi;151;169;Carthage;étudiant;7;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | Theatre
user_2675;Equipement;Punique;normale;voiture;95;175;Carthage;enfant;5;"Ports puniques | Tophet | antonin)"",  | , "
user_2677;Equipement, habitation;Coloniale, Romaine;normale;taxi;151;108;Carthage;enseignant;7;Musee Oceanographique (Dar El Hout) | Ports puniques | Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | La colline de Byrsa
user_2679;culturel, habitation, religieux;Romaine, Beylicale Houssainite;normale;taxi;151;191;Carthage;étranger;6;Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Beit El Hikma | Ports puniques
user_2683;religieux, Equipement;Romaine, Punique;normale;vélo;92;109;Carthage;étudiant;6;"Ports puniques | Parc des villas romaines | Theatre | antonin)"",  | , "
user_2685;habitation, culturel, religieux;Coloniale, Punique, Romaine;réduite;à pied;47;125;Carthage;retraité;5;Quartier Magon | Tophet | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | La colline de Byrsa
user_2688;Equipement, religieux;Romaine, Punique, Beylicale Houssainite;normale;voiture;78;150;Carthage;étudiant;3;Ports puniques | Parc des villas romaines | Theatre
user_2690;culturel;Punique;normale;vélo;61;167;Carthage;étudiant;3;Tophet | La colline de Byrsa | Ports puniques
user_2691;Equipement, culturel;Coloniale, Romaine, Beylicale Houssainite;réduite;à pied;31;116;Carthage;enseignant;3;Theatre | Ports puniques | Musee Oceanographique (Dar El Hout)
user_2692;musee, Equipement;Romaine;normale;vélo;62;143;Carthage;retraité;3;Theatre | Parc des villas romaines | Ports puniques
user_2695;religieux, musee;Beylicale Houssainite;normale;taxi;148;106;Carthage;retraité;6;"Beit El Hikma | antonin)"",  | ,  | ,  | , "
user_2698;Equipement, musee, habitation;Coloniale, Beylicale Houssainite;normale;vélo;49;125;Carthage;resident;3;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques
user_2699;religieux, Equipement;Romaine, Beylicale Houssainite;normale;voiture;111;133;Carthage;resident;7;Theatre | Parc des villas romaines | Ports puniques | Quartier Magon | La colline de Byrsa | Beit El Hikma
user_2700;musee;Punique, Romaine, Beylicale Houssainite;normale;taxi;194;133;Carthage;enseignant;9;"Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | La colline de Byrsa | antonin)"",  | ,  | , "
user_2701;religieux;Beylicale Houssainite, Romaine, Punique;normale;à pied;44;146;Carthage;étudiant;5;"Beit El Hikma | antonin)"",  | ,  | , "
user_2703;habitation, Equipement, religieux;Coloniale, Punique, Beylicale Houssainite;normale;taxi;124;189;Carthage;étranger;4;Ports puniques | Quartier Magon | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2704;culturel;Romaine;réduite;vélo;63;126;Carthage;enfant;3;Theatre | La colline de Byrsa | Parc des villas romaines
user_2705;religieux, musee, habitation;Beylicale Houssainite, Coloniale;normale;taxi;173;131;Carthage;enseignant;9;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | ,  | ,  | , "
user_2706;musee, culturel, habitation;Coloniale;normale;vélo;89;106;Carthage;étudiant;8;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques
user_2709;culturel;Romaine, Beylicale Houssainite;normale;taxi;159;124;Carthage;enfant;8;Theatre | La colline de Byrsa | Parc des villas romaines | Quartier Magon | Ports puniques | Tophet | Beit El Hikma | Musee Oceanographique (Dar El Hout)
user_2710;religieux, culturel;Coloniale, Romaine;réduite;vélo;95;180;Carthage;enseignant;7;"Musee Oceanographique (Dar El Hout) | Theatre | Parc des villas romaines | La colline de Byrsa | antonin)"",  | , "
user_2712;habitation, musee, Equipement;Coloniale;réduite;à pied;18;94;Carthage;retraité;3;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma
user_2713;habitation, Equipement, culturel;Romaine;réduite;voiture;92;103;Carthage;enfant;5;Parc des villas romaines | Theatre | Quartier Magon | Ports puniques | Beit El Hikma
user_2714;habitation;Beylicale Houssainite, Romaine, Coloniale;normale;voiture;114;221;Carthage;enfant;8;Beit El Hikma | Parc des villas romaines | Quartier Magon | Theatre | Ports puniques | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Tophet
